PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
4877,0,1,female,33.3,1,0,39.69,S
4878,1,3,male,13.4,1,0,117.6,C
4879,0,3,male,0.0,0,0,54.45,C
4880,1,1,male,28.6,1,0,16.39,C
4881,0,3,female,22.5,0,2,5.08,Q
4882,0,1,male,12.3,1,2,132.71,S
4883,1,3,male,41.6,0,2,2.98,C
4884,0,3,male,7.9,2,0,147.83,Q
4885,0,2,female,38.6,0,0,14.47,Q
4886,1,3,male,10.3,0,0,78.73,Q
4887,0,2,male,31.9,0,1,32.33,C
4888,1,1,male,43.1,0,1,97.49,S
4889,0,3,female,25.3,0,0,22.25,S
4890,1,3,male,53.7,0,2,75.83,S
4891,0,3,female,56.9,1,3,10.89,S
4892,0,3,female,33.3,0,2,25.15,S
4893,0,1,male,37.6,1,0,74.91,C
4894,0,3,male,44.8,1,0,5.04,S
4895,0,1,male,37.6,0,1,52.17,S
4896,0,1,male,36.1,0,2,22.97,S
4897,0,3,male,22.7,0,0,28.8,S
4898,0,1,male,6.4,2,0,34.61,S
4899,0,1,male,10.5,0,0,12.9,S
4900,1,2,male,63.4,0,0,4.05,S
4901,0,1,female,34.5,1,0,0.75,S
4902,0,1,female,26.6,0,0,22.55,C
4903,0,1,male,47.7,0,0,12.53,C
4904,0,1,male,19.5,0,1,40.09,S
4905,1,3,female,38.2,0,0,50.34,S
4906,0,3,female,31.1,2,0,28.03,Q
4907,1,3,female,36.4,0,0,38.59,S
4908,0,3,male,25.3,0,0,32.91,Q
4909,1,1,male,16.5,0,0,0.18,S
4910,0,1,male,18.5,0,0,73.73,C
4911,1,2,male,19.0,0,0,2.46,S
4912,0,3,male,30.0,0,1,21.13,Q
4913,0,3,male,8.2,0,1,4.71,S
4914,0,3,male,12.5,0,1,43.43,S
4915,0,2,female,31.9,0,0,15.76,C
4916,1,1,male,28.2,0,1,2.95,C
4917,0,3,male,32.7,0,0,1.86,S
4918,0,2,female,29.4,0,0,10.83,S
4919,1,3,female,65.3,0,0,44.02,S
4920,0,3,male,31.8,0,0,50.67,S
4921,1,3,female,24.7,0,1,5.5,C
4922,1,3,male,31.4,0,0,5.99,S
4923,0,3,male,44.3,1,0,35.98,S
4924,1,3,female,29.3,0,0,126.11,S
4925,0,3,male,39.6,1,0,32.2,S
4926,0,2,male,35.5,0,0,49.76,S
4927,0,3,male,25.9,0,0,34.27,S
4928,0,3,male,31.6,3,0,4.43,S
4929,1,1,male,52.4,0,0,117.1,S
4930,1,2,male,33.4,1,0,2.99,S
4931,0,1,male,16.2,0,0,57.06,S
4932,0,3,female,25.5,0,1,155.21,Q
4933,1,3,male,0.4,0,0,15.37,S
4934,0,2,male,31.9,0,1,7.53,S
4935,0,1,male,48.4,0,0,33.4,S
4936,0,3,female,11.2,1,1,63.4,S
4937,1,3,female,32.1,1,1,119.41,C
4938,0,3,female,43.8,1,1,47.32,S
4939,1,2,male,45.3,1,1,16.37,S
4940,1,3,male,47.9,0,0,27.28,Q
4941,0,3,male,3.8,1,0,57.29,S
4942,0,1,male,37.1,0,0,62.03,C
4943,1,1,male,8.9,0,0,3.09,C
4944,0,2,female,16.0,0,0,38.05,S
4945,1,1,male,41.5,0,0,136.9,S
4946,1,3,female,32.2,1,2,61.53,C
4947,1,1,male,40.2,1,1,0.29,S
4948,1,3,female,17.0,0,0,10.19,S
4949,1,3,male,50.6,0,0,23.55,S
4950,1,2,female,39.6,0,1,49.0,S
4951,0,3,male,42.5,1,0,32.41,S
4952,0,1,female,14.9,0,0,3.22,C
4953,0,3,male,46.4,0,0,53.62,S
4954,1,2,male,25.6,0,0,72.98,S
4955,0,3,male,21.4,0,1,9.21,C
4956,1,3,male,38.8,0,0,2.79,S
4957,0,3,female,38.2,0,1,62.61,S
4958,1,3,female,18.1,1,0,40.92,S
4959,0,3,male,58.8,1,0,65.08,S
4960,1,2,female,55.4,1,0,33.44,S
4961,0,3,male,38.5,0,1,22.38,S
4962,0,3,male,36.0,2,0,131.96,Q
4963,0,3,male,34.6,0,1,60.56,S
4964,1,1,female,8.3,1,1,21.24,S
4965,0,2,male,31.6,2,0,95.23,S
4966,0,3,female,31.4,1,1,201.43,S
4967,1,2,male,21.9,1,0,14.74,S
4968,1,2,male,25.7,0,0,89.2,C
4969,1,2,male,0.0,1,0,1.86,S
4970,0,3,male,14.6,1,0,9.65,S
4971,0,3,male,42.9,0,0,7.02,S
4972,1,3,male,54.2,0,0,17.64,S
4973,0,1,female,16.8,1,0,33.08,S
4974,1,1,male,32.6,1,0,50.92,S
4975,0,1,female,45.4,0,0,93.24,S
4976,0,3,male,22.7,1,1,6.91,C
4977,0,3,male,39.5,0,0,34.54,C
4978,0,1,male,29.5,1,1,32.36,S
4979,0,3,male,46.7,1,1,24.53,S
4980,0,3,male,12.0,0,1,47.44,S
4981,1,2,male,14.5,1,1,28.81,S
4982,0,2,male,33.9,1,0,31.96,Q
4983,1,3,female,31.3,2,0,93.46,Q
4984,1,2,male,29.2,0,0,78.72,C
4985,0,3,male,38.1,0,0,34.45,C
4986,0,3,female,17.0,2,2,6.79,C
4987,1,3,female,10.8,1,1,127.48,S
4988,0,3,male,23.0,0,3,38.99,S
4989,1,3,female,24.6,0,0,65.9,S
4990,1,3,female,26.0,0,0,2.26,S
4991,1,3,male,47.8,0,0,90.85,Q
4992,0,3,male,40.8,1,0,47.3,S
4993,0,1,female,37.5,0,1,46.26,C
4994,1,2,male,33.1,1,0,4.67,S
4995,0,3,male,23.9,1,1,49.91,S
4996,1,3,male,18.0,1,0,3.19,C
4997,0,1,female,13.2,0,0,2.3,S
4998,0,1,female,20.3,1,0,15.74,S
4999,1,3,male,29.4,1,0,0.94,S
5000,0,2,female,13.8,0,0,6.96,Q
5001,0,3,male,32.4,1,0,51.8,S
5002,0,3,male,27.3,0,1,72.05,S
5003,1,3,male,24.4,2,0,7.91,S
5004,0,1,female,46.3,1,1,69.33,S
5005,1,1,male,0.0,0,0,26.2,S
5006,0,1,male,24.6,1,0,126.7,S
5007,1,2,male,0.0,3,1,6.0,S
5008,1,3,male,33.3,1,0,2.2,S
5009,0,3,male,40.7,0,0,74.59,S
5010,0,1,male,11.1,1,1,17.98,S
5011,0,1,female,12.9,0,1,24.44,S
5012,1,1,male,6.2,0,0,28.68,S
5013,0,3,female,30.9,1,0,69.76,S
5014,1,3,male,25.2,0,0,3.16,C
5015,0,3,male,26.1,0,0,32.04,S
5016,0,3,male,24.8,0,0,22.52,S
5017,0,3,female,16.4,0,0,16.64,S
5018,0,3,male,45.8,1,0,17.12,S
5019,0,1,female,33.8,1,0,106.57,S
5020,1,3,female,13.4,0,0,12.49,S
5021,1,2,male,20.2,1,0,24.25,S
5022,0,3,male,17.8,0,0,27.15,S
5023,1,1,female,49.7,1,0,50.9,S
5024,1,3,male,40.0,0,1,29.27,S
5025,1,1,male,28.2,0,0,38.83,Q
5026,0,3,male,53.9,0,0,20.36,S
5027,0,2,male,50.3,0,1,50.72,S
5028,0,3,female,26.8,1,1,25.08,S
5029,1,3,male,24.3,0,0,10.08,S
5030,0,2,male,24.9,1,0,67.92,S
5031,0,3,male,16.7,0,0,58.0,C
5032,0,3,female,54.3,0,0,39.5,S
5033,0,1,male,15.9,0,1,29.52,C
5034,0,3,female,42.2,0,0,9.35,Q
5035,0,3,female,39.7,0,0,81.11,C
5036,0,3,male,25.7,1,0,4.09,C
5037,0,2,male,55.3,1,1,19.33,S
5038,1,3,male,8.2,0,1,76.57,Q
5039,1,3,female,28.9,0,0,36.21,S
5040,1,2,female,23.2,0,0,23.09,C
5041,1,3,female,43.4,0,0,62.69,S
5042,0,1,male,34.9,2,0,182.31,S
5043,0,1,male,5.8,0,0,8.37,Q
5044,1,3,male,47.4,0,1,2.08,C
5045,1,3,male,36.8,1,0,24.87,Q
5046,0,3,male,15.5,0,0,13.55,S
5047,0,1,male,25.1,0,0,43.95,C
5048,0,3,male,11.8,0,0,27.27,C
5049,0,2,male,27.6,0,0,27.65,S
5050,0,3,male,32.1,1,0,17.54,C
5051,0,3,male,25.3,0,0,9.46,S
5052,1,3,male,23.7,1,0,9.6,C
5053,0,1,male,7.4,1,0,19.57,S
5054,0,3,male,34.7,0,0,45.81,S
5055,0,3,female,3.1,0,0,16.45,C
5056,1,3,male,30.4,0,0,15.78,C
5057,0,1,female,4.8,0,0,22.14,S
5058,0,3,male,30.7,0,0,187.81,S
5059,0,1,male,29.9,0,0,3.83,S
5060,0,2,male,35.6,1,0,13.96,C
5061,1,1,male,42.1,1,0,13.81,S
5062,1,1,male,44.7,1,0,146.76,S
5063,0,1,female,7.5,0,2,20.91,S
5064,0,1,male,29.2,0,0,33.48,S
5065,1,1,male,58.2,2,0,8.83,S
5066,0,3,male,31.7,1,0,0.51,S
5067,0,1,male,18.4,0,0,16.58,S
5068,0,3,female,28.9,1,1,40.76,S
5069,1,1,female,24.6,0,0,47.05,S
5070,0,3,male,13.5,1,0,56.08,S
5071,0,3,male,42.2,0,0,78.83,S
5072,1,1,male,38.2,0,1,4.91,Q
5073,0,3,female,11.3,0,0,3.46,S
5074,0,1,male,28.7,0,0,61.99,S
5075,1,3,female,22.1,0,1,22.89,S
5076,0,3,male,7.6,1,0,117.59,S
5077,0,1,female,10.2,0,0,114.93,S
5078,0,2,male,12.3,1,0,6.11,C
5079,0,1,male,29.2,0,0,47.01,C
5080,0,2,male,23.6,0,0,2.78,S
5081,0,3,female,16.6,1,0,20.66,S
5082,0,3,female,24.5,0,1,73.73,S
5083,1,2,female,40.5,0,1,24.72,Q
5084,0,1,female,35.0,0,0,1.37,Q
5085,0,2,male,44.0,0,0,10.99,S
5086,0,1,female,26.8,1,0,3.61,S
5087,1,3,female,52.4,0,0,20.99,S
5088,0,1,male,34.9,1,0,47.72,S
5089,0,3,male,23.2,1,0,43.19,S
5090,0,2,male,31.3,1,1,50.77,S
5091,0,1,male,12.5,1,0,19.37,S
5092,0,3,female,25.7,0,1,12.33,C
5093,1,3,male,36.0,0,0,2.34,S
5094,0,2,male,38.6,0,0,113.6,C
5095,0,3,male,24.3,0,0,5.04,S
5096,0,3,male,68.3,0,0,7.85,C
5097,1,2,male,27.6,0,0,1.01,S
5098,0,3,female,6.5,1,0,15.26,S
5099,0,3,male,47.0,0,0,68.34,S
5100,0,1,female,38.5,0,0,16.15,C
5101,0,3,male,33.2,0,1,43.86,S
5102,0,1,female,23.5,0,1,134.72,S
5103,0,1,male,35.5,2,0,89.22,C
5104,0,3,male,52.7,0,0,7.94,S
5105,0,3,male,32.8,0,0,17.8,S
5106,0,3,female,9.4,0,0,55.63,S
5107,0,1,male,0.0,1,0,152.05,S
5108,0,2,male,35.4,2,0,50.34,C
5109,1,3,female,16.2,0,0,11.63,S
5110,1,1,male,28.6,0,0,5.7,C
5111,1,3,male,18.7,0,1,27.34,S
5112,1,3,male,17.7,0,0,8.57,S
5113,0,3,male,19.3,3,1,10.33,C
5114,1,1,male,20.6,0,1,40.25,C
5115,0,1,male,40.9,0,0,28.93,S
5116,1,3,female,38.0,0,1,5.14,S
5117,0,3,male,13.1,0,1,6.67,S
5118,0,3,male,15.0,0,0,0.79,S
5119,1,1,male,35.3,1,0,9.92,S
5120,0,3,male,44.7,0,0,87.33,S
5121,0,3,male,44.5,1,0,63.01,S
5122,1,1,female,16.0,0,1,21.43,C
5123,0,3,female,43.9,0,0,54.18,S
5124,0,3,female,5.1,1,0,20.9,S
5125,1,1,male,27.2,1,2,62.83,C
5126,0,2,female,36.8,1,2,8.03,S
5127,0,3,female,0.9,1,0,6.62,S
5128,0,3,male,59.3,0,0,3.25,S
5129,0,3,male,48.6,1,0,11.07,S
5130,1,2,male,39.1,2,0,6.33,S
5131,0,2,male,16.5,1,1,64.11,C
5132,0,3,female,29.0,1,2,10.98,S
5133,0,3,male,41.1,0,0,29.04,S
5134,0,1,female,14.3,0,0,56.46,S
5135,1,3,male,27.5,1,1,45.21,S
5136,0,1,male,42.7,0,0,9.16,S
5137,0,1,male,9.1,1,0,3.21,C
5138,0,2,female,34.7,0,0,97.11,S
5139,1,2,male,5.4,0,1,38.91,S
5140,1,3,female,16.8,0,1,49.04,S
5141,0,3,male,22.9,1,0,19.51,S
5142,0,3,male,37.2,1,0,11.06,S
5143,0,3,male,20.2,1,0,30.25,S
5144,1,2,female,31.8,0,0,3.24,S
5145,0,3,male,20.4,1,0,64.37,Q
5146,1,3,male,22.6,0,0,42.51,S
5147,1,3,male,47.5,0,0,57.36,S
5148,1,3,female,13.9,1,1,33.69,C
5149,1,3,male,40.6,0,0,34.5,Q
5150,0,1,male,30.0,0,0,36.69,C
5151,0,3,male,21.9,0,0,61.33,S
5152,0,3,male,13.0,0,1,10.22,S
5153,1,3,female,14.0,4,0,45.77,S
5154,1,1,female,19.7,3,0,32.18,S
5155,1,3,male,27.9,0,0,27.34,S
5156,0,3,female,38.4,0,0,31.14,S
5157,0,2,female,25.8,1,0,12.71,S
5158,1,3,male,26.7,1,0,1.51,C
5159,0,2,female,28.8,0,0,56.95,Q
5160,0,2,female,36.7,0,0,99.16,C
5161,0,3,male,39.0,1,0,26.22,S
5162,0,3,female,10.6,0,0,72.78,S
5163,0,3,male,26.1,1,0,32.41,S
5164,0,3,male,47.2,0,0,106.54,S
5165,0,2,female,11.6,0,0,28.41,S
5166,1,1,female,31.0,2,0,9.17,S
5167,0,1,female,27.6,3,1,81.64,S
5168,0,1,male,22.1,1,1,64.43,S
5169,0,3,female,52.3,0,1,20.3,S
5170,1,3,male,30.5,0,0,73.78,S
5171,0,1,male,51.2,0,1,0.36,S
5172,0,1,male,30.1,1,1,64.33,S
5173,0,3,male,36.4,0,0,46.6,S
5174,0,2,male,21.9,0,1,19.1,S
5175,0,3,male,22.1,0,1,62.73,S
5176,1,3,female,35.7,0,0,5.42,S
5177,1,2,female,36.0,3,0,9.09,S
5178,0,2,female,38.4,1,0,30.51,S
5179,0,3,male,35.3,0,0,85.15,S
5180,1,1,female,11.3,0,0,5.58,S
5181,0,1,female,18.7,1,0,33.23,C
5182,1,1,male,41.9,1,1,55.96,S
5183,0,3,female,2.6,0,1,54.4,S
5184,1,3,male,34.1,0,2,39.55,C
5185,1,1,male,28.4,1,0,113.16,S
5186,1,3,male,41.9,0,0,26.32,S
5187,1,2,female,35.8,3,1,84.89,S
5188,0,3,female,20.7,0,0,38.66,S
5189,1,1,male,20.1,0,0,53.5,S
5190,0,3,male,22.7,1,1,25.01,S
5191,0,3,female,38.1,2,0,7.34,S
5192,1,1,female,0.0,1,2,4.62,S
5193,1,2,male,32.2,0,0,45.87,S
5194,1,2,male,17.6,2,1,18.89,S
5195,0,2,female,32.7,0,2,33.53,C
5196,1,2,male,34.8,0,0,54.82,S
5197,1,3,male,6.7,0,0,61.76,S
5198,0,3,male,26.8,1,0,28.51,Q
5199,0,1,female,32.2,0,0,15.1,S
5200,0,3,female,31.2,1,0,59.82,S
5201,0,3,male,28.3,0,0,21.47,S
5202,1,3,male,12.9,0,0,110.41,S
5203,1,2,male,15.0,0,0,69.62,S
5204,1,1,male,10.7,0,0,54.96,S
5205,1,3,male,37.8,1,0,11.04,S
5206,0,2,male,28.4,1,1,18.02,C
5207,1,3,male,29.3,1,1,75.61,S
5208,0,3,male,6.1,0,0,0.94,S
5209,1,1,female,29.5,1,0,60.83,C
5210,0,1,male,38.9,0,1,20.71,S
5211,1,3,male,4.2,1,1,64.25,S
5212,0,3,male,22.5,4,0,32.15,S
5213,0,3,male,8.0,0,0,29.93,S
5214,1,1,male,24.1,0,1,48.37,S
5215,0,3,male,17.4,0,1,65.66,S
5216,0,3,male,35.3,0,1,47.3,C
5217,0,3,male,32.4,1,1,23.97,S
5218,1,1,female,48.1,1,0,15.48,C
5219,0,2,male,29.2,0,0,74.74,C
5220,0,2,male,34.7,1,1,29.42,C
5221,0,3,female,22.2,1,1,61.2,S
5222,0,3,female,14.6,1,0,218.13,S
5223,0,3,male,41.7,0,0,41.3,S
5224,0,3,female,47.4,1,1,13.05,C
5225,0,1,male,39.9,0,0,80.26,C
5226,0,1,female,31.8,1,0,12.79,S
5227,0,1,male,16.4,0,0,12.07,S
5228,1,2,female,46.0,0,0,3.07,C
5229,0,3,female,38.1,0,0,3.27,S
5230,0,3,male,58.3,2,0,79.31,S
5231,1,1,female,13.8,1,0,10.49,S
5232,0,3,male,42.1,0,0,4.6,S
5233,1,3,male,37.7,1,2,17.39,S
5234,0,3,male,25.2,0,0,50.01,S
5235,0,1,female,49.1,2,0,16.6,S
5236,0,3,male,35.6,0,0,14.8,S
5237,1,2,male,16.9,0,2,26.78,S
5238,1,3,male,28.3,1,0,0.86,S
5239,0,2,male,16.7,3,1,27.02,S
5240,0,1,male,23.4,0,0,184.28,Q
5241,1,3,female,39.9,1,0,64.25,C
5242,0,3,female,43.8,0,1,2.92,C
5243,0,3,male,33.1,0,0,42.55,S
5244,1,3,male,19.5,0,0,24.73,S
5245,1,1,male,35.3,1,0,70.01,S
5246,0,1,male,40.1,1,0,4.15,Q
5247,1,3,male,2.4,1,0,10.6,C
5248,1,2,male,31.6,1,0,62.64,S
5249,0,3,male,27.3,0,0,75.67,S
5250,0,2,male,43.4,0,0,30.14,S
5251,0,1,female,35.4,0,1,0.8,C
5252,1,3,female,36.8,2,1,89.67,S
5253,1,1,male,23.3,0,0,19.3,C
5254,0,3,female,30.0,1,0,1.62,S
5255,1,3,male,43.2,0,0,68.33,S
5256,0,3,female,29.1,0,0,21.66,C
5257,0,3,female,32.4,0,0,8.43,Q
5258,0,1,female,8.5,0,0,64.69,C
5259,0,3,male,29.0,1,2,24.48,S
5260,1,3,male,1.8,0,0,37.44,C
5261,0,3,male,22.8,0,0,69.29,S
5262,1,3,male,30.9,1,1,29.56,S
5263,0,3,male,40.7,0,0,4.68,S
5264,0,3,male,16.0,1,1,132.71,S
5265,1,3,female,35.2,3,1,13.51,S
5266,0,2,male,50.6,1,0,206.34,C
5267,0,1,male,21.0,0,1,0.24,S
5268,0,3,male,8.3,0,0,26.45,S
5269,1,1,male,34.1,0,0,48.82,S
5270,0,1,male,13.3,1,2,94.71,S
5271,0,1,male,18.5,0,0,60.63,Q
5272,0,3,male,42.9,1,1,11.81,S
5273,0,2,male,56.3,0,0,11.15,S
5274,1,3,male,16.0,0,1,17.64,S
5275,0,2,male,19.7,1,0,4.69,S
5276,0,3,female,23.8,1,0,44.29,S
5277,0,2,male,22.3,1,0,113.38,S
5278,0,3,female,57.1,0,0,41.1,S
5279,1,2,male,22.6,2,1,30.49,Q
5280,0,3,male,24.6,0,1,27.99,S
5281,1,3,male,52.6,0,0,35.92,S
5282,0,3,male,38.1,0,1,49.6,S
5283,0,3,male,43.8,0,0,63.39,Q
5284,1,3,male,17.3,0,0,47.94,S
5285,0,3,male,22.6,1,0,48.84,S
5286,1,3,male,15.4,0,0,121.24,S
5287,1,3,female,41.2,0,0,91.84,Q
5288,0,3,female,47.2,0,0,69.47,S
5289,0,3,male,21.6,2,1,1.77,S
5290,1,3,male,24.9,1,0,44.21,S
5291,0,2,male,25.5,1,0,24.28,S
5292,0,3,male,8.3,0,0,38.45,S
5293,0,3,female,20.6,0,0,46.37,S
5294,0,3,male,40.8,0,0,50.16,S
5295,1,2,male,17.7,0,0,81.43,S
5296,0,3,male,31.3,1,0,96.31,C
5297,0,3,female,11.7,4,0,37.34,S
5298,0,1,male,28.0,0,0,89.83,Q
5299,0,3,male,22.1,0,0,57.86,S
5300,0,2,female,12.9,3,0,9.06,S
5301,1,3,male,41.1,0,0,1.44,S
5302,0,3,male,41.9,2,0,0.4,C
5303,1,1,female,16.4,1,0,35.34,S
5304,1,2,male,27.0,0,0,29.49,C
5305,0,3,female,30.6,1,1,47.68,C
5306,0,1,male,4.6,0,0,74.02,Q
5307,0,3,male,10.4,0,0,7.19,S
5308,0,3,female,48.0,1,0,77.64,S
5309,1,3,male,15.1,0,0,4.13,S
5310,1,1,female,47.6,1,0,85.91,S
5311,0,3,female,11.2,0,0,76.01,S
5312,0,3,male,39.2,1,0,47.76,S
5313,1,1,female,25.6,1,0,14.27,S
5314,1,1,female,27.6,1,1,3.92,S
5315,0,1,male,56.0,1,0,60.22,S
5316,0,3,male,12.4,0,1,9.83,Q
5317,0,1,male,38.3,2,1,23.26,S
5318,1,1,male,37.7,0,0,30.27,C
5319,0,3,male,77.0,0,0,46.26,S
5320,0,3,male,14.9,0,0,26.73,S
5321,0,3,male,21.2,0,0,47.44,Q
5322,0,3,male,41.4,0,0,67.29,Q
5323,0,1,male,27.2,1,1,49.94,S
5324,1,3,male,23.5,0,0,14.24,S
5325,0,1,male,43.4,0,0,89.88,S
5326,0,3,female,26.3,1,0,31.99,Q
5327,0,3,male,17.5,0,0,25.05,C
5328,0,1,male,40.2,1,1,34.23,S
5329,0,3,male,35.3,0,0,26.41,S
5330,0,3,male,25.6,0,1,56.28,C
5331,0,1,male,25.0,0,0,21.83,C
5332,0,3,female,17.2,0,0,59.97,S
5333,0,3,male,40.2,0,1,57.11,S
5334,0,3,female,25.0,0,1,12.97,S
5335,1,3,male,19.2,0,1,4.03,S
5336,1,3,male,12.0,0,0,76.14,S
5337,0,1,female,35.5,0,0,7.4,S
5338,0,2,female,22.9,0,1,1.27,S
5339,1,3,male,1.8,0,0,20.59,Q
5340,0,1,female,13.2,0,1,11.73,C
5341,1,3,male,26.7,1,1,9.96,C
5342,1,2,female,27.1,2,0,7.56,S
5343,0,2,male,26.6,1,0,55.32,S
5344,0,1,female,24.6,1,0,61.19,C
5345,1,3,male,9.3,0,1,1.9,S
5346,0,3,male,17.8,0,0,31.66,S
5347,0,2,female,46.6,0,0,5.81,S
5348,0,3,male,44.5,1,0,27.69,S
5349,0,1,male,38.1,1,0,17.1,Q
5350,1,3,male,36.9,0,0,9.02,S
5351,1,1,female,42.7,0,0,118.31,S
5352,1,3,female,14.3,1,1,125.63,Q
5353,0,3,female,30.5,0,2,33.2,Q
5354,0,3,female,14.3,1,0,8.33,S
5355,0,2,male,14.6,0,1,35.01,S
5356,0,3,male,35.2,0,0,105.52,C
5357,0,3,male,43.3,2,1,18.98,S
5358,1,3,male,27.3,0,0,5.93,S
5359,1,2,male,53.1,1,0,47.33,Q
5360,0,2,male,33.0,0,0,42.72,C
5361,0,3,male,19.1,0,0,0.06,S
5362,0,1,female,14.8,0,1,76.86,S
5363,0,1,male,44.3,1,0,43.24,S
5364,1,1,female,31.8,1,0,8.71,C
5365,0,3,female,39.5,1,0,0.13,S
5366,1,1,female,0.0,0,0,143.45,S
5367,0,3,female,33.4,1,0,56.21,Q
5368,0,3,male,22.8,0,0,18.17,S
5369,1,1,male,10.5,0,0,22.68,S
5370,0,2,female,29.1,0,0,30.96,S
5371,0,1,male,45.3,1,0,50.72,S
5372,0,3,female,61.7,1,1,7.59,S
5373,0,3,male,33.4,1,0,8.71,S
5374,1,3,male,20.1,1,1,1.98,C
5375,0,1,male,19.2,0,1,170.16,Q
5376,1,3,female,43.5,0,0,83.36,S
5377,0,3,female,16.0,1,0,32.2,S
5378,0,3,female,38.7,2,0,22.5,C
5379,1,3,female,34.1,1,0,10.84,C
5380,0,1,male,32.6,0,0,36.15,S
5381,0,3,male,8.0,0,0,46.91,C
5382,0,2,female,25.0,0,0,46.74,S
5383,0,1,male,9.6,0,0,0.26,C
5384,0,3,male,21.8,1,0,48.43,S
5385,1,3,male,42.8,0,1,80.51,S
5386,0,3,male,47.2,0,0,4.88,S
5387,0,1,female,33.0,1,1,56.32,C
5388,1,2,male,22.0,0,0,69.32,S
5389,0,3,female,52.2,0,0,12.93,C
5390,1,3,female,21.8,0,0,49.81,C
5391,0,1,male,14.1,0,0,4.07,S
5392,0,3,male,39.8,1,1,41.9,S
5393,1,2,male,36.4,0,0,28.56,C
5394,0,3,female,22.4,0,1,75.85,S
5395,1,3,male,31.4,1,0,24.06,S
5396,0,2,male,36.2,2,1,22.35,S
5397,0,2,female,32.9,1,0,108.59,S
5398,0,3,male,36.4,0,0,108.89,S
5399,0,3,female,22.9,0,0,1.45,S
5400,1,3,female,37.4,1,0,26.59,S
5401,0,3,male,30.2,1,1,7.02,C
5402,1,1,male,23.4,0,0,12.79,S
5403,1,3,male,26.6,1,0,43.88,S
5404,0,1,female,28.6,2,0,5.54,S
5405,0,3,female,9.8,2,0,0.45,S
5406,1,2,male,21.1,1,0,51.95,S
5407,1,3,male,30.9,0,0,41.02,S
5408,0,2,female,11.1,1,1,93.18,S
5409,0,2,male,21.3,0,0,31.26,C
5410,0,2,female,63.4,0,0,116.26,S
5411,1,3,male,14.2,0,0,37.59,S
5412,0,3,male,24.6,0,0,19.59,Q
5413,1,3,female,18.3,0,1,37.51,S
5414,0,2,male,28.4,1,1,55.32,S
5415,0,3,male,18.6,0,0,17.08,S
5416,0,3,male,26.6,3,1,18.64,S
5417,0,1,male,19.9,0,0,39.76,S
5418,0,2,female,44.8,1,1,24.32,S
5419,0,3,male,31.1,1,0,29.94,S
5420,0,2,female,16.0,1,0,160.88,S
5421,0,2,female,41.8,0,0,1.79,Q
5422,0,3,female,16.6,1,1,41.75,C
5423,1,1,female,8.1,1,0,102.5,S
5424,0,3,male,30.0,1,1,10.78,S
5425,0,3,female,56.7,0,1,9.53,C
5426,0,3,male,4.4,0,1,18.04,C
5427,1,3,male,11.4,1,0,3.08,C
5428,0,1,male,40.5,1,0,32.87,S
5429,1,3,male,21.0,0,0,41.48,S
5430,1,2,male,38.6,0,0,68.57,S
5431,0,3,male,18.3,0,0,2.74,S
5432,0,3,male,32.0,0,0,22.92,S
5433,1,3,male,54.4,0,1,61.34,S
5434,0,3,male,13.3,0,1,58.49,S
5435,0,3,female,44.3,0,0,3.06,C
5436,1,1,male,39.5,0,0,0.46,S
5437,0,3,male,9.2,0,0,61.17,S
5438,1,1,male,37.8,0,0,5.94,S
5439,0,3,male,31.0,0,1,34.49,S
5440,1,1,male,31.3,1,1,3.96,S
5441,0,3,male,34.7,0,1,14.01,C
5442,0,1,male,25.1,0,1,6.88,S
5443,0,3,male,31.0,0,0,53.33,C
5444,1,3,male,33.4,0,0,44.68,C
5445,0,3,female,40.4,0,0,5.82,S
5446,0,2,male,8.6,0,0,2.45,S
5447,0,3,female,48.1,2,0,25.12,S
5448,1,2,female,13.8,0,1,8.7,S
5449,0,2,male,40.7,1,0,0.33,S
5450,0,2,female,31.1,1,2,12.28,S
5451,0,3,female,12.1,0,0,9.7,S
5452,0,1,female,37.4,0,2,46.2,S
5453,0,3,male,16.8,1,0,78.89,C
5454,0,3,male,45.0,0,1,10.85,S
5455,1,1,male,20.0,2,0,10.1,S
5456,0,3,male,9.1,0,0,19.63,S
5457,0,3,female,51.5,1,0,7.58,S
5458,0,1,female,32.5,1,0,117.36,S
5459,1,3,male,42.1,2,0,11.16,S
5460,1,3,female,18.1,0,0,3.92,S
5461,1,1,female,3.5,0,0,32.56,S
5462,0,3,male,53.5,0,0,30.85,C
5463,0,2,male,29.9,0,1,39.98,S
5464,0,2,male,36.9,2,1,136.09,S
5465,0,3,female,39.2,0,0,15.63,C
5466,0,3,female,25.3,1,0,17.82,S
5467,1,3,male,33.2,0,1,16.44,S
5468,1,3,male,52.3,0,0,39.62,S
5469,1,3,female,29.5,1,0,37.06,S
5470,0,3,female,43.2,2,0,30.1,S
5471,1,1,male,2.1,0,1,18.12,S
5472,0,3,male,45.7,0,0,22.32,S
5473,0,3,female,8.7,1,1,62.91,S
5474,1,1,male,44.1,0,0,37.59,Q
5475,0,3,male,35.5,0,1,50.39,S
5476,0,1,female,28.7,1,1,12.96,C
5477,0,3,male,28.6,0,0,96.99,S
5478,1,3,female,26.5,1,0,1.43,S
5479,1,3,male,18.5,2,0,36.22,S
5480,0,1,male,27.1,3,0,66.93,S
